R2_yearly,RMSE_yearly,MAE_x,Year,R2_incremental,RMSE_incremental,MAE_y,Bias,Train_Upto,R2_gain_%,RMSE_reduction_%
0.8264639231375671,4.698063491142956,3.02353957076333,2021,0.8213465270391382,4.766830678177226,3.001340595098412,0.8980606422816104,2020–2020,-0.619191710026654,-1.4637347316381255
0.7362640440815695,4.301752695521486,3.3740086047187123,2022,0.7347732047766558,4.313893975956735,3.383911613711749,0.8469504621806951,2020–2021,-0.2024870448173909,-0.2822403167873679
0.7026835128763762,3.540392873420314,2.7347101814313657,2023,0.7236273852807351,3.4134179276491303,2.675804899806125,0.9437366487156332,2020–2022,2.9805555446472507,3.586464844748017
0.6074073114495486,6.206856130210076,4.716965628583913,2024,0.5400357701416733,6.718349685837733,5.368674159946553,-0.7618093048900411,2020–2023,-11.091657943184186,-8.240783174240347
