Train_mean,Test_mean,Train_std,Test_std,Train_winter_ratio,Test_winter_ratio,Train_start,Train_end,Test_start,Test_end
17.89540445226396,19.430701025338596,12.089705388098404,8.704084535055237,0.29411764705882354,0.1746987951807229,2020-01-01,2022-07-02,2022-07-10,2024-12-29
