Season,R2_mean,R2_std,RMSE_mean,RMSE_std,Coverage_mean,Coverage_std
NonWinter,-2.5482122012952106,1.360183176486857,14.497031631675636,6.24927179748634,0.044746505579375595,0.08984887693407356
Winter,-2.8013663484898608,1.314010328123236,22.40594390404087,8.80994506249889,0.6370514765072363,0.16976207396014092
