R2,RMSE,MAE,Year
0.770198126424501,6.524807839030136,3.6906452107591163,2020
0.8264639231375671,4.698063491142956,3.02353957076333,2021
0.7362640440815695,4.301752695521486,3.3740086047187123,2022
0.7026835128763762,3.540392873420314,2.7347101814313657,2023
0.6074073114495486,6.206856130210076,4.716965628583913,2024
