R2,RMSE,MAE,Bias,Train_Upto,Test_Year
0.8213465270391382,4.766830678177226,3.0013405950984113,0.8980606422816104,2020–2020,2021
0.7347732047766558,4.313893975956735,3.383911613711749,0.8469504621806951,2020–2021,2022
0.7236273852807351,3.4134179276491303,2.6758048998061246,0.9437366487156333,2020–2022,2023
0.5400357701416733,6.718349685837733,5.368674159946553,-0.7618093048900411,2020–2023,2024
